id,brand,model,type,resolution_label,megapixels,sensor,field_of_view_deg,night_vision_type,ip_rating,two_way_audio,release_year
reolink-duo-2-poe,Reolink,Duo 2 PoE,dual-lens,4K UHD,8,"1/2.7"" CMOS (dual)",180 horizontal / 60 vertical,hybrid,IP66,true,2022
reolink-duo-2-wifi,Reolink,Duo 2 WiFi,dual-lens,4K UHD,8,"Dual 1/2.7"" CMOS",180 horizontal / 60 vertical,hybrid,IP66,true,2022
reolink-duo-2v-poe,Reolink,Duo 2V PoE,dual-lens,4K UHD,8,"Dual 1/2.65"" CMOS",180 horizontal / 57 vertical,hybrid,IP67,true,2023
reolink-duo-3-poe,Reolink,Duo 3 PoE,dual-lens,16MP,16,"Dual 1/2.7"" CMOS (4K per lens)",180 horizontal,hybrid,IP66,true,2024
reolink-duo-3-wifi,Reolink,Duo 3 WiFi,dual-lens,16MP,16,"Dual 1/2.7"" CMOS (4K each)",180 horizontal,hybrid,IP66,true,2024
reolink-duo-3v-poe,Reolink,Duo 3V PoE,dual-lens,16MP,16,"Dual 1/2.7"" CMOS (4K each)",180 horizontal,hybrid,IP67,true,2024
reolink-duo-4g,Reolink,Duo 4G,bullet,2×4MP 180° dual-lens,8,,180 horizontal,ir,IP65,true,2022
reolink-duo-floodlight-poe,Reolink,Duo Floodlight PoE,dual-lens,4K UHD,8,"Dual 1/2.7"" CMOS",180 horizontal,hybrid,IP66,true,2023
reolink-e1-indoor,Reolink,E1,ptz,1080p HD,2,,355 pan/50 tilt,ir,IP20,true,2019
reolink-e1-outdoor-cx,Reolink,E1 Outdoor CX,bullet,4K UHD,8,,110 horizontal,color,IP67,false,2024
reolink-e1-outdoor-poe,Reolink,E1 Outdoor PoE,ptz,4K UHD,8,"1/2.7"" CMOS",85 horizontal,ir,IP65,true,2022
reolink-e1-outdoor-wifi,Reolink,E1 Outdoor,bullet,5MP,5,,80 horizontal,ir,IP67,false,2020
reolink-e1-pro-v2,Reolink,E1 Pro v2,dome,5MP 2K+,5,"1/2.7"" CMOS",80 horizontal,ir,IP20,true,2023
reolink-e1-zoom,Reolink,E1 Zoom,ptz,5MP,5,,95-34 horizontal,ir,IP20,true,2020
reolink-elite-floodlight-wifi,Reolink,Elite Floodlight WiFi,dual-lens,4K+4MP dual-lens,8,,180 dual-lens combined,color,IP66,true,2025
reolink-elite-pro-floodlight-poe,Reolink,Elite Pro Floodlight PoE,dual-lens,16MP dual-lens,16,"Dual 1/2.7"" CMOS (8MP each)",180 horizontal,hybrid,IP66,true,2025
reolink-fe-p,Reolink,FE-P,fisheye,6MP,6,"1/2.8"" CMOS",360,ir,IP67,false,2022
reolink-go-4g,Reolink,Go,bullet,1080p HD,2,,110 horizontal,ir,IP65,false,2019
reolink-go-pt,Reolink,Go PT,ptz,2K QHD,4,,355 pan/90 tilt,ir,IP64,true,2021
reolink-go-pt-plus,Reolink,Go PT Plus,ptz,2K QHD,4,,355 pan/90 tilt,color,IP65,true,2022
reolink-go-pt-ultra,Reolink,Go PT Ultra,ptz,4K UHD,8,,355 pan/90 tilt,color,IP65,true,2023
reolink-home-hub,Reolink,Home Hub,covert,N/A (hub device),0,,N/A,none,IP20,false,2024
reolink-keen-ranger-pt,Reolink,Keen Ranger PT,ptz,2K QHD,4,,355 pan/90 tilt,ir,IP65,false,2023
reolink-lumus,Reolink,Lumus,bullet,2K QHD,4,,105 horizontal,color,IP67,true,2021
reolink-omvi-3i-poe,Reolink,OMVI 3i PoE,panoramic,18MP (10MP panoramic + 8MP PT),18,Triple CMOS (2x5MP panoramic + 4K PT),360 panoramic + PT tracking,hybrid,IP67,true,2025
reolink-omvi-3i-wifi,Reolink,OMVI 3i WiFi,panoramic,18MP (10MP panoramic + 8MP PT),18,Triple CMOS (2x5MP panoramic + 4K PT),360 panoramic + PT auto-tracking,hybrid,IP67,true,2025
reolink-omvi-x16-poe,Reolink,OMVI X16 PoE,panoramic,24MP (16MP panoramic + 8MP PTZ),24,Triple CMOS: dual 8MP panoramic + 4K PTZ,180 panoramic + 360deg PT + 140deg tilt,hybrid,IP67,true,2026
reolink-p340,Reolink,P340,panoramic,6MP 360°,6,,360 fisheye,ir,IP67,false,2023
reolink-reolink-go-plus,Reolink,Go Plus,bullet,4MP QHD,4,CMOS,119 horizontal,color,IP65,true,2022
reolink-rlc-1210a,Reolink,RLC-1210A,bullet,12MP,12,,80 horizontal,ir,IP67,false,2022
reolink-rlc-1212a-dome,Reolink,RLC-1212A (dome),dome,12MP,12,"1/2.3"" CMOS",93 horizontal,color,IP67,true,2023
reolink-rlc-1220a,Reolink,RLC-1220A,dome,12MP,12,,80 horizontal,ir,IP67,false,2022
reolink-rlc-1224a,Reolink,RLC-1224A,dome,12MP,12,"1/2.3"" CMOS",97 horizontal,color,IP67,true,2024
reolink-rlc-1240a,Reolink,RLC-1240A,turret,12MP,12,"1/2.3"" CMOS",145 horizontal,color,IP66,true,2024
reolink-rlc-410,Reolink,RLC-410,bullet,5MP,5,,80 horizontal,ir,IP66,false,2018
reolink-rlc-410w,Reolink,RLC-410W,bullet,4MP,4,"1/2.7"" CMOS",80 horizontal / 42 vertical,ir,IP66,false,2019
reolink-rlc-422,Reolink,RLC-422,dome,5MP,5,,90-31 horizontal,ir,IP66,false,2019
reolink-rlc-423,Reolink,RLC-423,bullet,5MP,5,,95-31 horizontal,ir,IP66,false,2019
reolink-rlc-510a,Reolink,RLC-510A,bullet,5MP,5,"1/2.7"" CMOS",80 horizontal,ir,IP67,false,2020
reolink-rlc-510wa,Reolink,RLC-510WA,dome,5MP,5,,80 horizontal,ir,IP67,false,2021
reolink-rlc-511,Reolink,RLC-511,bullet,5MP,5,,80 horizontal,ir,IP66,false,2019
reolink-rlc-511w,Reolink,RLC-511W,bullet,5MP,5,,80 horizontal,ir,IP66,false,2020
reolink-rlc-511wa,Reolink,RLC-511WA,bullet,4K UHD,8,,110-30 horizontal,color,IP67,true,2022
reolink-rlc-520,Reolink,RLC-520,dome,5MP,5,,80 horizontal,ir,IP66,false,2019
reolink-rlc-520a,Reolink,RLC-520A,dome,5MP,5,"1/2.7"" CMOS",80 horizontal,ir,IP67,false,2020
reolink-rlc-520a-wifi6,Reolink,RLC-520A WiFi 6,dome,5MP 2K+,5,"1/2.7"" CMOS",80 horizontal,ir,IP67,false,2024
reolink-rlc-522,Reolink,RLC-522,bullet,5MP,5,,95-34 horizontal,ir,IP66,false,2020
reolink-rlc-523wa,Reolink,RLC-523WA,dome,4K UHD,8,,110-30 horizontal,color,IP67,true,2022
reolink-rlc-540a,Reolink,RLC-540A,bullet,5MP,5,"1/2.7"" CMOS",80-36 horizontal,color,IP67,true,2022
reolink-rlc-540wa,Reolink,RLC-540WA,bullet,5MP,5,"1/2.7"" CMOS",80-36 horizontal,color,IP67,true,2022
reolink-rlc-542wa,Reolink,RLC-542WA,bullet,4K UHD,8,,110-30 horizontal,color,IP67,true,2022
reolink-rlc-810a,Reolink,RLC-810A,bullet,4K UHD,8,"1/2.7"" CMOS",87 horizontal,ir,IP67,false,2020
reolink-rlc-810a-india,Reolink,RLC-810A (India),bullet,4K UHD,8,"1/2.8"" CMOS",110 horizontal,ir,IP66,false,2022
reolink-rlc-811a,Reolink,RLC-811A,bullet,4K UHD,8,"1/2.8"" CMOS",123-27 horizontal,hybrid,IP67,true,2021
reolink-rlc-812a,Reolink,RLC-812A,bullet,4K UHD,8,"1/2.7"" CMOS",87-22 horizontal,ir,IP66,false,2022
reolink-rlc-81ma,Reolink,RLC-81MA,dual-lens,4K UHD,8,Dual CMOS (2.8mm wide + 8mm tele),Wide 87deg / Tele 30deg,hybrid,IP66,true,2023
reolink-rlc-81pa,Reolink,RLC-81PA,ptz,4K UHD,8,"1/2.7"" CMOS",87 horizontal,ir,IP66,true,2022
reolink-rlc-820a,Reolink,RLC-820A,dome,4K UHD,8,"1/2.7"" CMOS",87 horizontal,ir,IP67,false,2020
reolink-rlc-822a,Reolink,RLC-822A,bullet,4K UHD,8,"1/2.8"" CMOS",94-50 horizontal,ir,IP67,false,2022
reolink-rlc-823a,Reolink,RLC-823A,ptz,4K UHD,8,"1/2.8"" CMOS",96-27 horizontal,hybrid,IP66,true,2021
reolink-rlc-823a-16x,Reolink,RLC-823A 16X,ptz,4K UHD,8,"1/2.8"" CMOS",110-6.5 horizontal,hybrid,IP66,true,2023
reolink-rlc-823a-au,Reolink,RLC-823A (Australia),bullet,4K UHD,8,CMOS,110 horizontal,color,IP67,true,2023
reolink-rlc-823a-canada,Reolink,RLC-823A (Canada),bullet,4K UHD,8,CMOS,110 horizontal,color,IP67,true,2023
reolink-rlc-823a-ch,Reolink,RLC-823A (Switzerland),bullet,4K UHD,8,CMOS,110 horizontal,color,IP67,true,2023
reolink-rlc-823a-eu,Reolink,RLC-823A (EU),bullet,4K UHD,8,CMOS,110 horizontal,color,IP67,true,2023
reolink-rlc-823a-mena,Reolink,RLC-823A (MENA),bullet,4K UHD,8,CMOS,110 horizontal,color,IP67,true,2023
reolink-rlc-823a-ptz-4k,Reolink,RLC-830A,ptz,4K UHD,8,"1/2.7"" CMOS",87 horizontal,hybrid,IP66,true,2022
reolink-rlc-823a-v2,Reolink,RLC-823A v2,bullet,4K UHD,8,"1/2.7"" CMOS",110 horizontal,color,IP67,true,2024
reolink-rlc-823s1,Reolink,RLC-823S1,ptz,4K UHD,8,"1/2.8"" CMOS",110-27 horizontal,hybrid,IP66,true,2024
reolink-rlc-823s1w,Reolink,RLC-823S1W,ptz,4K UHD,8,"1/2.8"" CMOS",110-27 horizontal,hybrid,IP66,true,2024
reolink-rlc-823s2,Reolink,RLC-823S2,ptz,4K UHD,8,"1/2.8"" CMOS",110-7 horizontal,hybrid,IP66,true,2024
reolink-rlc-824a,Reolink,RLC-824A,bullet,4K UHD,8,"1/2.8"" CMOS",94-42 horizontal,hybrid,IP66,true,2022
reolink-rlc-830a,Reolink,RLC-830A,ptz,4K UHD,8,"1/2.7"" CMOS",87 horizontal,hybrid,IP66,true,2022
reolink-rlc-833a,Reolink,RLC-833A,turret,4K UHD,8,"1/2.8"" CMOS",110-41 horizontal,hybrid,IP67,true,2022
reolink-rlc-833wa,Reolink,RLC-833WA,turret,4K UHD,8,"1/2.8"" CMOS",110 horizontal,hybrid,IP67,true,2023
reolink-rlc-840a,Reolink,RLC-840A,turret,4K UHD,8,"1/2.8"" CMOS",125 horizontal,hybrid,IP67,true,2023
reolink-rlc-840a-v2,Reolink,RLC-840A,turret,4K UHD,8,"1/2.7"" CMOS",125 horizontal,hybrid,IP67,true,2022
reolink-rlc-840wa,Reolink,RLC-840WA,turret,4K UHD,8,"1/2.8"" CMOS",125 horizontal,hybrid,IP67,true,2024
reolink-rlc-842a,Reolink,RLC-842A,turret,4K UHD,8,"1/2.8"" CMOS",128 horizontal,ir,IP66,false,2021
reolink-rlc-843a,Reolink,RLC-843A,dome,4K UHD,8,"1/2.8"" CMOS",110-27 horizontal,hybrid,IP67,true,2023
reolink-rlc-843wa,Reolink,RLC-843WA,dome,4K UHD,8,"1/2.8"" CMOS",110-27 horizontal,hybrid,IP67,true,2024
reolink-solar-floodlight-cam,Reolink,Solar Floodlight Cam,bullet,4MP 2K,4,CMOS,150,color,IP65,true,2026
reolink-trackflex-floodlight-wifi,Reolink,TrackFlex Floodlight WiFi,dual-lens,4K UHD,8,Dual CMOS (2.8mm wide + 8mm tele),Wide 113deg + Tele 35deg,color,IP66,true,2025
reolink-trackmix-lte,Reolink,TrackMix LTE,dual-lens,4K+4MP dual-lens,8,,140 wide+35 tele,color,IP65,true,2023
reolink-trackmix-poe,Reolink,TrackMix PoE,dual-lens,4K UHD,8,Dual CMOS (2.8mm wide + 8mm tele),Wide: 113° / Tele: 41°,ir,IP66,true,2023
reolink-trackmix-wifi,Reolink,TrackMix WiFi,dual-lens,4K+4MP dual-lens,8,,140 wide+35 tele,color,IP66,true,2023
reolink-video-doorbell-2nd-gen,Reolink,Video Doorbell 2nd Gen,covert,2K QHD,4,,160 diagonal,color,IP65,true,2026
reolink-video-doorbell-poe,Reolink,Video Doorbell PoE,covert,5MP,5,"1/2.7"" CMOS",160 diagonal,color,IP65,true,2022
reolink-video-doorbell-se,Reolink,Video Doorbell SE,covert,2K QHD,4,,160 diagonal,ir,IP65,true,2026
reolink-video-doorbell-wifi,Reolink,Video Doorbell WiFi,covert,2K QHD,5,,160 diagonal,color,IP65,true,2022
ring-alarm-security-cam-pro,Ring,Alarm Security Cam Pro,dome,1080p HD,2,,140 horizontal,color,IP55,true,2022
ring-battery-doorbell-pro-2025,Ring,Battery Doorbell Pro,covert,Head-to-Toe 1536p,4,,150 horizontal / 84 vertical,color,IPX5,true,2024
ring-doorbell-elite,Ring,Doorbell Elite,covert,1080p HD,2,,160 diagonal,color,IP44,true,2020
ring-floodlight-cam-wired-plus,Ring,Floodlight Cam Wired Plus,bullet,1080p HD,2,,140 horizontal,color,IP55,true,2022
ring-floodlight-cam-wired-pro,Ring,Floodlight Cam Wired Pro,bullet,1080p,2,,140 horizontal,color,IP55,true,2021
ring-indoor-cam-2nd-gen,Ring,Indoor Cam (2nd Gen),dome,1080p,2,,115 diagonal,color,IP20,true,2022
ring-indoor-cam-2nd-gen-uk,Ring,Indoor Cam Gen 2 (UK),dome,1080p HD,2,,115 diagonal,color,IP20,true,2022
ring-indoor-cam-gen2,Ring,Indoor Cam Gen 2,dome,1080p HD,2,,115 diagonal,color,IP20,true,2022
ring-outdoor-cam-wired,Ring,Outdoor Cam Wired,bullet,1080p,2,,130 diagonal,color,IP55,true,2023
ring-pan-tilt-indoor-cam,Ring,Pan-Tilt Indoor Cam,ptz,2K QHD,4,,360 pan / 169 tilt,color,IP20,true,2023
ring-peephole-cam,Ring,Peephole Cam,dome,1080p HD,2,,155 horizontal,ir,,true,2019
ring-spotlight-cam-battery-gen2,Ring,Spotlight Cam Battery (Gen 2),dome,1080p HD,2,,140 horizontal,color,IP55,true,2022
ring-spotlight-cam-plus-battery,Ring,Spotlight Cam Plus (Battery),bullet,1080p,2,,140 horizontal,color,IP55,true,2022
ring-spotlight-cam-plus-eu,Ring,Spotlight Cam Plus (EU),bullet,1080p HD,2,,140 horizontal,color,IP55,true,2022
ring-spotlight-cam-plus-plug-in,Ring,Spotlight Cam Plus (Plug-In),bullet,1080p HD,2,,140 horizontal,color,IP55,true,2022
ring-spotlight-cam-plus-solar,Ring,Spotlight Cam Plus (Solar),bullet,1080p HD,2,,140 horizontal,color,IP55,true,2022
ring-spotlight-cam-pro,Ring,Spotlight Cam Pro,bullet,2K QHD,4,,140 horizontal / 80 vertical,color,IP55,true,2022
ring-stick-up-cam-battery-2nd-gen,Ring,Stick Up Cam Battery (2nd Gen),bullet,1080p HD,2,,130 horizontal,ir,IPX5,true,2020
ring-stick-up-cam-battery-3rd-gen,Ring,Stick Up Cam Battery (3rd Gen),dome,1080p HD,2,,110 diagonal,color,IP55,true,2022
ring-stick-up-cam-plug-in,Ring,Stick Up Cam Plug-In,bullet,1080p HD,2,,130 horizontal,ir,IPX5,true,2020
ring-stick-up-cam-pro,Ring,Stick Up Cam Pro,dome,2K QHD,4,,130 horizontal / 70 vertical,color,IP55,true,2022
ring-video-doorbell-2nd-gen,Ring,Video Doorbell (2nd Gen),dome,1080p HD,2,,155 horizontal,ir,,true,2020
ring-video-doorbell-3-plus,Ring,Video Doorbell 3 Plus,dome,1080p HD,2,,160 horizontal,ir,,true,2020
ring-video-doorbell-4,Ring,Video Doorbell 4,covert,1080p,2,,155 diagonal,color,IPX5,true,2021
ring-video-doorbell-4-at-ch,Ring,Video Doorbell 4 (AT/CH),covert,1080p HD,2,,155 diagonal (head-to-toe),color,IPX5,true,2021
ring-video-doorbell-4-au,Ring,Video Doorbell 4 (Australia),covert,1080p HD,2,,155 diagonal (head-to-toe),color,IPX5,true,2021
ring-video-doorbell-4-ca,Ring,Video Doorbell 4 (Canada),covert,1080p HD,2,,155 diagonal (head-to-toe),color,IPX5,true,2021
ring-video-doorbell-4-eu,Ring,Video Doorbell 4 (EU),covert,1080p HD,2,,155 diagonal (head-to-toe),color,IPX5,true,2021
ring-video-doorbell-4-uk,Ring,Video Doorbell 4 (UK),covert,1080p HD,2,,155 diagonal (head-to-toe),color,IPX5,true,2021
ring-video-doorbell-wired,Ring,Video Doorbell Wired,dome,1080p HD,2,,155 horizontal,ir,,true,2021
secureye-s-2mpwf,Secureye,S-2MPWF,bullet,1080p FHD,2,"1/2.8"" CMOS",,ir,IP66,true,2022
secureye-s-2mpwl,Secureye,S-2MPWL,dome,1080p FHD,2,"1/2.8"" CMOS",,ir,IP66,false,2022
secureye-s-4mpptz,Secureye,S-4MPPTZ,ptz,1440p QHD,4,"1/3"" CMOS",,ir,IP66,true,2023
secureye-s-4mptr,Secureye,S-4MPTR,turret,1440p QHD,4,"1/3"" CMOS",,ir,IP66,false,2022
secureye-s-5mpdm,Secureye,S-5MPDM,dome,5MP Super HD,5,"1/2.7"" CMOS",,ir,IP66,false,2023
secureye-s-8mpbl,Secureye,S-8MPBL,bullet,4K UHD,8,"1/2.8"" CMOS",,ir,IP66,false,2023
simplisafe-indoor-cam-v2,SimpliSafe,Indoor Camera Gen 2,dome,1080p HD,2,,120h,ir,IP20,true,2024
simplisafe-outdoor-cam,SimpliSafe,Outdoor Camera,bullet,2K QHD,4,,140 horizontal,color,IP65,true,2022
simplisafe-outdoor-cam-v2,SimpliSafe,Outdoor Security Camera Gen 2,bullet,2K QHD,4,,140 horizontal,color,IP65,true,2024
simplisafe-smart-alarm-indoor-cam,SimpliSafe,Smart Alarm Wireless Indoor Camera,dome,2K QHD,4,,125 diagonal,ir,IP20,true,2022
somfy-indoor-cam,Somfy,Indoor Camera,dome,1080p HD,2,,130h,ir,IP20,true,2020
somfy-indoor-camera,Somfy,Indoor Camera,dome,1080p HD,2,CMOS,130 diagonal,ir,IP20,true,2020
somfy-one-plus,Somfy,Somfy One+,covert,1080p HD,2,,130 diagonal,ir,IP20,true,2019
somfy-outdoor-cam,Somfy,Outdoor Camera,bullet,1080p HD,2,,130h,ir,IP55,true,2021
somfy-outdoor-camera,Somfy,Outdoor Camera,bullet,1080p HD,2,CMOS,120 diagonal,color,IP55,true,2021
steinel-l-620-cam,Steinel,L 620 CAM,bullet,1080p HD,2,CMOS,180 horizontal (pivoting camera),ir,IP44,true,2021
steinel-l-620-cam-sc,Steinel,L 620 CAM SC,bullet,2K QHD,4,CMOS,180 horizontal,color,IP44,true,2024
steinel-l-625-cam,Steinel,L 625 CAM SC,bullet,2K QHD,4,CMOS,180 horizontal (pivoting),color,IP44,true,2024
sunell-sn-ipd5720dcan-z,Sunell,SN-IPD5720DCAN-Z,dome,1080p Full HD,2,"1/2.8"" CMOS",108-30 horizontal,ir,IP67,false,2020
sunell-sn-ipd5750dban-b,Sunell,SN-IPD5750DBAN-B,dome,5MP,5,"1/2.7"" CMOS",98 horizontal,ir,IP67,false,2021
sunell-sn-ipd5780dcan-b,Sunell,SN-IPD5780DCAN-B,dome,4K UHD,8,"1/2.8"" CMOS",105 horizontal,ir,IP67,true,2022
sunell-sn-ipr5720dcan-b,Sunell,SN-IPR5720DCAN-B,bullet,1080p Full HD,2,"1/2.8"" CMOS",108 horizontal,ir,IP67,false,2020
sunell-sn-ipr5750dban-z,Sunell,SN-IPR5750DBAN-Z,bullet,5MP,5,"1/2.7"" CMOS",98-30 horizontal,ir,IP67,false,2021
sunell-sn-ipr5780dcan-b,Sunell,SN-IPR5780DCAN-B,bullet,4K UHD,8,"1/2.8"" CMOS",105 horizontal,ir,IP67,true,2022
sunell-sn-ips5720dcan-z25,Sunell,SN-IPS5720DCAN-Z25,ptz,1080p Full HD,2,"1/2.8"" CMOS",58-2.5 horizontal,ir,IP66,false,2020
sunell-sn-ips5750dban-z33,Sunell,SN-IPS5750DBAN-Z33,ptz,5MP,5,"1/2.7"" CMOS",60-2.1 horizontal,ir,IP67,true,2021
sunell-sn-ips5780dcan-z25,Sunell,SN-IPS5780DCAN-Z25,ptz,4K UHD,8,"1/2.8"" CMOS",56-2.5 horizontal,ir,IP67,true,2022
sunell-sn-ipv5720dcan-b,Sunell,SN-IPV5720DCAN-B,turret,1080p Full HD,2,"1/2.8"" CMOS",108 horizontal,ir,IP66,false,2020
sunell-sn-ipv5740dcan-z,Sunell,SN-IPV5740DCAN-Z,turret,4MP QHD,4,"1/3"" CMOS",100-30 horizontal,ir,IP66,true,2021
sunell-sn-ipv5780dcan-b,Sunell,SN-IPV5780DCAN-B,turret,4K UHD,8,"1/2.8"" CMOS",105 horizontal,hybrid,IP66,true,2022
swann-4k-bullet,Swann,4K Bullet,bullet,4K UHD,8,"1/2.8"" CMOS",100 horizontal,ir,IP67,false,2023
swann-4k-dome,Swann,4K Dome,dome,4K UHD,8,"1/2.8"" CMOS",100 horizontal,ir,IP66,false,2023
swann-buddy-doorbell,Swann,Buddy Video Doorbell,covert,1080p HD,2,,140h,ir,IP44,true,2023
swann-corecam,Swann,CoreCam,bullet,1080p HD,2,,110 diagonal,color,IP65,true,2022
swann-doorbell-camera,Swann,Doorbell Camera,covert,2K QHD,4,,160 diagonal,ir,IP65,true,2023
swann-pan-and-tilt-indoor,Swann,Pan & Tilt Indoor Camera,ptz,1080p HD,2,,350 pan / 90 tilt,ir,,true,2023
swann-swnvk-8advanx4d-au,Swann,AdvancedX NVR 4K Dome Kit,dome,4K UHD,8,,107h,hybrid,IP67,false,2024
swann-swnvk-advancedx4b-au,Swann,AdvancedX 4K NVR System (SWNVK-8ADVANX4B),bullet,4K UHD,8,Sony STARVIS CMOS,105 horizontal,hybrid,IP66,false,2023
swann-swnvk-mr4kprosd4-au,Swann,MaxRanger4K Pro Solar (SWNVK-MR4KPROSD4),bullet,4K UHD,8,Sony STARVIS CMOS,110 horizontal,color,IP66,true,2025
swann-swnvk-mr4ksd2-au,Swann,MaxRanger4K Solar (SWNVK-MR4KSD2),bullet,4K UHD,8,Sony STARVIS CMOS,110 horizontal,color,IP66,true,2024
swann-swpro-1080msfb,Swann,SWPRO-1080MSFB,bullet,1080p HD,2,,90 horizontal,hybrid,IP66,false,2021
swann-swpro-4kmsb,Swann,SWPRO-4KMSB,bullet,4K UHD,8,,105 horizontal,hybrid,IP66,false,2022
swann-swwhd-intcam,Swann,SWWHD-INTCAM,bullet,1080p HD,2,,120 diagonal,ir,IP65,false,2021
swann-swwhd-outcam,Swann,SWWHD-OUTCAM,bullet,1080p HD,2,,120 horizontal,ir,IP66,false,2021
swann-wifi-spotlight,Swann,WiFi Spotlight Camera,bullet,2K QHD,4,,120 diagonal,color,IP65,true,2024
swann-xtreem-solar,Swann,Xtreem Solar,bullet,1080p HD,2,,110 diagonal,ir,IP65,true,2023
synology-bc500,Synology,BC500,bullet,5MP,5,"1/2.7"" CMOS",110 horizontal,ir,IP67,false,2023
synology-bc500-bullet,Synology,BC500 (Bullet variant),bullet,5MP,5,"1/2.7"" CMOS",95 horizontal,ir,IP67,false,2023
synology-bc800w-wifi,Synology,BC800W WiFi,bullet,4K UHD,8,,95h,ir,IP67,false,2024
synology-bc800z,Synology,BC800Z,bullet,4K UHD,8,"1/1.8"" Starlight CMOS",112-47 horizontal,hybrid,IP67,false,2025
synology-cc400w,Synology,CC400W,dome,2K QHD,4,CMOS,125 horizontal,color,IP67,false,2024
synology-cc810we,Synology,CC810WE,bullet,4K UHD,8,,107h,color,IP67,false,2024
synology-hz100w,Synology,HZ100W,panoramic,4MP 180°,4,,180h,none,IP66,false,2024
synology-od800w,Synology,OD800W,dome,4K UHD,8,,107h,ir,IP66,false,2024
synology-tc200,Synology,TC200,dome,1080p HD,2,,107h,ir,IP42,false,2022
synology-tc500,Synology,TC500,turret,5MP,5,"1/2.7"" CMOS",110 horizontal,ir,IP67,false,2023
synology-tc500-dome,Synology,TC500 (Dome variant),dome,5MP,5,"1/2.7"" CMOS",90 horizontal,ir,IP67,false,2023
synology-tc800w,Synology,TC800W,dome,4K UHD,8,,107h,ir,IP67,false,2024
tapo-c100,Tapo,Tapo C100,dome,1080p,2,,105 horizontal,color,IP20,true,2020
tapo-c100-global,Tapo,C100,dome,1080p HD,2,CMOS,130 horizontal,ir,IP20,true,2020
tapo-c110,Tapo,Tapo C110,dome,3MP 1296p,3,,127 horizontal,color,IP20,true,2022
tapo-c120,Tapo,Tapo C120,bullet,2K QHD,2,,130 horizontal,color,IP44,true,2023
tapo-c120-indoor,Tapo,C120,dome,4MP QHD,4,CMOS,130 horizontal,color,IP20,true,2024
tapo-c121,Tapo,Tapo C121,dome,2K QHD,4,,,ir,,true,2024
tapo-c125,Tapo,Tapo C125,dome,5MP 2K+,5,,114 horizontal,color,IP20,true,2023
tapo-c135,Tapo,Tapo C135,dome,2K QHD,4,,,ir,,true,2025
tapo-c200,Tapo,Tapo C200,ptz,1080p,2,,360 pan / 114 tilt,ir,IP20,true,2020
tapo-c210,Tapo,Tapo C210,ptz,3MP 1296p,3,,360 pan / 114 tilt,ir,IP20,true,2021
tapo-c210-india,Tapo,C210 (India),ptz,3MP 2K,3,CMOS,360 pan / 114 tilt,ir,IP20,true,2022
tapo-c210-latam,Tapo,C210 (LATAM),ptz,3MP 2K,3,CMOS,360 pan / 114 tilt,ir,IP20,true,2022
tapo-c210-mena,Tapo,C210 (MENA),ptz,3MP 2K,3,CMOS,360 pan / 114 tilt,ir,IP20,true,2022
tapo-c210-vn,Tapo,C210 (Vietnam),ptz,3MP 2K,3,CMOS,360 pan / 114 tilt,ir,IP20,true,2022
tapo-c216,Tapo,Tapo C216,ptz,2K QHD,4,,360 pan / 150 tilt,color,IP44,true,2025
tapo-c220,Tapo,Tapo C220,ptz,2K QHD,4,,360 pan / 130 tilt,color,IP20,true,2023
tapo-c222,Tapo,C222,dome,3MP 2K,3,CMOS,120 diagonal,color,IP20,true,2023
tapo-c225,Tapo,Tapo C225,ptz,2K QHD,4,,360 pan / 130 tilt,color,IP20,true,2023
tapo-c225-ch,Tapo,C225 (Switzerland),ptz,4MP QHD,4,CMOS,360 pan / 114 tilt,color,IP20,true,2023
tapo-c225-eu,Tapo,C225 (EU),ptz,4MP QHD,4,CMOS,360 pan / 114 tilt,color,IP20,true,2023
tapo-c230,Tapo,Tapo C230,ptz,5MP 2K+,5,,360 pan / 150 tilt,color,IP20,true,2024
tapo-c246d,Tapo,Tapo C246D,ptz,2K QHD,4,,360 pan / 150 tilt,color,IP44,true,2025
tapo-c260,Tapo,Tapo C260,ptz,4K UHD,8,,360 pan / 150 tilt,color,IP20,true,2025
tapo-c310,Tapo,Tapo C310,bullet,3MP 1296p,3,,89 horizontal,color,IP66,true,2021
tapo-c310-jp,Tapo,C310 (Japan),bullet,3MP 2K,3,CMOS,116 horizontal,ir,IP67,false,2022
tapo-c320ws,Tapo,Tapo C320WS,bullet,2K QHD,4,,89 horizontal,color,IP66,true,2022
tapo-c320ws-mena,Tapo,C320WS (MENA),bullet,4MP QHD,4,"1/2.7"" CMOS",100 horizontal,color,IP67,false,2023
tapo-c325wb,Tapo,Tapo C325WB,bullet,1520p 5MP,5,,127 horizontal,color,IP66,true,2024
tapo-c325wb-ca,Tapo,C325WB (Canada),bullet,4MP QHD,4,"1/2.7"" CMOS",96 horizontal,color,IP67,false,2023
tapo-c325wb-india,Tapo,C325WB (India),bullet,4MP QHD,4,"1/2.7"" CMOS",96 horizontal,color,IP67,false,2023
tapo-c340,Tapo,Tapo C340,bullet,2K QHD,4,,,hybrid,IP66,true,2024
tapo-c340-solar,Tapo,Tapo C340 Solar,bullet,2K QHD,4,,,hybrid,IP66,true,2024
tapo-c402,Tapo,Tapo C402,bullet,1080p,2,,110 horizontal,color,IP65,true,2023
tapo-c420,Tapo,C420,bullet,2K QHD,4,,110 horizontal,color,IP65,true,2023
